$Date,$Time,TEMPERATURA,SETPOINT,SALIDACONTROL,CAUDAL_FILTRADO,CAUDAL
03/13/17,18:59:39,29.16,35,20,656.6201,649
03/13/17,18:59:40,29.16,35,20,655.7992,657
03/13/17,18:59:41,29.2,35,20,655.5458,648
03/13/17,18:59:42,29.15,35,20,655.1149,664
03/13/17,18:59:43,29.15,35,20,655.2797,646
03/13/17,18:59:44,29.16,35,20,654.7454,658
03/13/17,18:59:45,29.16,35,20,655.1955,658
03/13/17,18:59:46,29.16,35,20,655.3271,651
03/13/17,18:59:47,29.16,35,20,653.5538,653
03/13/17,18:59:48,29.16,35,20,653.5388,662
03/13/17,18:59:49,29.16,35,20,655.3059,668
03/13/17,18:59:50,29.16,35,20,655.9374,656
03/13/17,18:59:51,29.17,35,20,655.8994,655
03/13/17,18:59:52,29.16,35,20,655.8398,650
03/13/17,18:59:53,29.25,35,20,654.114,638
03/13/17,18:59:54,29.18,35,20,652.5604,656
03/13/17,18:59:55,29.18,35,20,653.0181,653
03/13/17,18:59:56,29.16,35,20,654.0444,667
03/13/17,18:59:57,29.23,35,20,655.0626,651
03/13/17,18:59:58,29.13,35,20,655.1913,654
03/13/17,18:59:59,29.17,35,20,655.2703,654
03/13/17,19:00:00,29.15,35,20,655.0584,647
03/13/17,19:00:01,29.17,35,20,653.9123,652
03/13/17,19:00:02,29.14,35,20,653.5344,644
03/13/17,19:00:03,29.13,35,20,652.9253,650
03/13/17,19:00:04,29.13,35,20,652.8588,648
03/13/17,19:00:05,29.19,35,20,652.6588,646
03/13/17,19:00:06,29.15,35,20,653.061,660
03/13/17,19:00:07,29.15,35,20,654.1155,651
03/13/17,19:00:08,29.19,35,20,655.2876,662
03/13/17,19:00:09,29.25,35,20,655.7808,646
03/13/17,19:00:10,29.19,35,20,654.5041,647
03/13/17,19:00:11,29.18,35,20,654.0889,662
03/13/17,19:00:12,29.18,35,20,655.2693,656
03/13/17,19:00:13,29.26,35,20,655.809,665
03/13/17,19:00:14,29.2,35,20,656.3599,651
03/13/17,19:00:15,29.2,35,20,656.4288,659
03/13/17,19:00:16,29.18,35,20,656.4337,659
03/13/17,19:00:17,29.24,35,20,656.6009,659
03/13/17,19:00:18,29.16,35,20,657.2644,667
03/13/17,19:00:19,29.16,35,20,657.0648,646
03/13/17,19:00:20,29.17,35,20,654.9897,651
03/13/17,19:00:21,29.2,35,20,654.2015,657
03/13/17,19:00:22,29.15,35,20,654.0821,657
03/13/17,19:00:23,29.15,35,20,654.9711,673
03/13/17,19:00:24,29.16,35,20,657.3534,669
03/13/17,19:00:25,29.21,35,20,659.3444,671
03/13/17,19:00:26,29.17,35,20,660.5486,654
03/13/17,19:00:27,29.17,35,20,659.871,655
03/13/17,19:00:28,29.17,35,20,659.7769,651
03/13/17,19:00:29,29.24,35,20,659.4319,650
03/13/17,19:00:30,29.14,35,20,658.7073,651
03/13/17,19:00:31,29.13,35,20,656.6481,637
03/13/17,19:00:32,29.12,35,20,654.3179,653
03/13/17,19:00:33,29.2,35,20,654.4025,649
03/13/17,19:00:34,29.14,35,20,654.9095,660
03/13/17,19:00:35,29.11,35,20,656.0042,661
03/13/17,19:00:36,29.15,35,20,656.946,660
03/13/17,19:00:37,29.16,35,20,657.8712,667
03/13/17,19:00:38,29.16,35,20,657.2411,647
03/13/17,19:00:39,29.14,35,20,656.6636,660
03/13/17,19:00:40,29.18,35,20,656.3176,654
03/13/17,19:00:41,29.21,35,20,655.9913,656
03/13/17,19:00:42,29.2,35,20,656.1095,668
03/13/17,19:00:43,29.2,35,20,657.1402,656
03/13/17,19:00:44,29.2,35,20,657.5715,668
03/13/17,19:00:45,29.24,35,20,658.6453,659
03/13/17,19:00:46,29.2,35,20,658.5561,660
03/13/17,19:00:47,29.18,35,20,658.2963,666
03/13/17,19:00:48,29.18,35,20,657.4796,648
03/13/17,19:00:49,29.24,35,20,654.7078,651
03/13/17,19:00:50,29.17,35,20,652.6794,641
03/13/17,19:00:51,29.15,35,20,652.201,659
03/13/17,19:00:52,29.14,35,20,652.1733,657
03/13/17,19:00:53,29.22,35,20,652.1926,652
03/13/17,19:00:54,29.14,35,20,652.2534,663
03/13/17,19:00:55,29.13,35,20,652.7744,652
03/13/17,19:00:56,29.14,35,20,653.6345,665
03/13/17,19:00:57,29.16,35,20,654.818,656
03/13/17,19:00:58,29.15,35,20,653.7912,646
03/13/17,19:00:59,29.15,35,20,653.0943,661
03/13/17,19:01:00,29.17,35,20,652.8961,645
03/13/17,19:01:01,29.21,35,20,653.2789,662
03/13/17,19:01:02,29.18,35,20,654.8594,650
03/13/17,19:01:03,29.18,35,20,654.9075,654
03/13/17,19:01:04,29.18,35,20,655.1799,646
03/13/17,19:01:05,29.24,35,20,655.3958,648
03/13/17,19:01:06,29.17,35,20,655.3932,657
03/13/17,19:01:07,29.18,35,20,654.8268,640
03/13/17,19:01:08,29.18,35,20,652.9913,651
03/13/17,19:01:09,29.24,35,20,652.5385,644
03/13/17,19:01:10,29.19,35,20,652.7399,660
03/13/17,19:01:11,29.18,35,20,653.7288,661
03/13/17,19:01:12,29.22,35,20,654.4166,656
03/13/17,19:01:13,29.22,35,20,653.4321,656
03/13/17,19:01:14,29.22,35,20,651.8859,643
03/13/17,19:01:15,29.23,35,20,651.0854,659
03/13/17,19:01:16,29.22,35,20,652.192,660
03/13/17,19:01:17,29.23,35,20,653.6542,663
03/13/17,19:01:18,29.22,35,20,653.7814,663
03/13/17,19:01:19,29.22,35,20,653.4678,647
03/13/17,19:01:20,29.22,35,20,653.6191,668
03/13/17,19:01:21,29.23,35,20,655.7598,662
03/13/17,19:01:22,29.2,35,20,656.6984,658
03/13/17,19:01:23,29.2,35,20,656.358,658
03/13/17,19:01:24,29.19,35,20,655.3845,644
03/13/17,19:01:25,29.22,35,20,654.3992,655
03/13/17,19:01:26,29.18,35,20,653.7676,644
03/13/17,19:01:27,29.18,35,20,653.7143,653
03/13/17,19:01:28,29.17,35,20,653.7471,654
03/13/17,19:01:29,29.18,35,20,654.1431,653
03/13/17,19:01:30,29.19,35,20,654.6275,658
03/13/17,19:01:31,29.2,35,20,654.2996,639
03/13/17,19:01:32,29.2,35,20,652.8235,642
03/13/17,19:01:33,29.21,35,20,652.1912,647
03/13/17,19:01:34,29.21,35,20,652.0042,646
03/13/17,19:01:35,29.21,35,20,651.7354,653
03/13/17,19:01:36,29.22,35,20,651.878,646
03/13/17,19:01:37,29.25,35,20,651.8344,650
03/13/17,19:01:38,29.23,35,20,651.173,642
03/13/17,19:01:39,29.23,35,20,650.9485,652
03/13/17,19:01:40,29.23,35,20,650.3448,643
03/13/17,19:01:41,29.26,35,20,650.1776,647
