$Date,$Time,TEMPERATURA,SETPOINT,SALIDACONTROL,CAUDAL_FILTRADO,CAUDAL
03/13/17,19:01:42,29.22,35,20,650.0045,656
03/13/17,19:01:43,29.22,35,20,650.4559,652
03/13/17,19:01:44,29.22,35,20,652.2957,670
03/13/17,19:01:45,29.21,35,20,654.0444,667
03/13/17,19:01:46,29.18,35,20,653.7809,647
03/13/17,19:01:47,29.21,35,20,651.5996,637
03/13/17,19:01:48,29.19,35,20,648.9081,633
03/13/17,19:01:49,29.2,35,20,647.562,652
03/13/17,19:01:50,29.17,35,20,648.6368,644
03/13/17,19:01:51,29.17,35,20,649.3033,655
03/13/17,19:01:52,29.16,35,20,651.3002,653
03/13/17,19:01:53,29.16,35,20,652.3652,651
03/13/17,19:01:54,29.16,35,20,653.2861,660
03/13/17,19:01:55,29.17,35,20,653.6878,647
03/13/17,19:01:56,29.17,35,20,654.493,665
03/13/17,19:01:57,29.18,35,20,655.9286,652
03/13/17,19:01:58,29.2,35,20,656.2784,661
03/13/17,19:01:59,29.21,35,20,657.3215,669
03/13/17,19:02:00,29.22,35,20,657.8505,650
03/13/17,19:02:01,29.22,35,20,655.7239,654
03/13/17,19:02:02,29.21,35,20,655.0804,647
03/13/17,19:02:03,29.23,35,20,654.4523,657
03/13/17,19:02:04,29.23,35,20,654.4728,658
03/13/17,19:02:05,29.24,35,20,653.9532,650
03/13/17,19:02:06,29.23,35,20,654.0839,670
03/13/17,19:02:07,29.24,35,20,654.7294,653
03/13/17,19:02:08,29.24,35,20,653.9646,653
03/13/17,19:02:09,29.23,35,20,653.0488,654
03/13/17,19:02:10,29.22,35,20,652.2864,647
03/13/17,19:02:11,29.21,35,20,651.7337,664
03/13/17,19:02:12,29.2,35,20,653.3005,659
03/13/17,19:02:13,29.2,35,20,655.213,667
03/13/17,19:02:14,29.2,35,20,656.751,659
03/13/17,19:02:15,29.19,35,20,657.1755,655
03/13/17,19:02:16,29.19,35,20,656.6171,644
03/13/17,19:02:17,29.2,35,20,655.1789,638
03/13/17,19:02:18,29.21,35,20,653.5933,648
03/13/17,19:02:19,29.21,35,20,652.8737,642
03/13/17,19:02:20,29.22,35,20,653.2006,663
03/13/17,19:02:21,29.21,35,20,653.8635,654
03/13/17,19:02:22,29.22,35,20,654.1831,655
03/13/17,19:02:23,29.23,35,20,653.3338,644
03/13/17,19:02:24,29.31,35,20,651.9847,642
03/13/17,19:02:25,29.22,35,20,650.8071,648
03/13/17,19:02:26,29.25,35,20,649.2281,633
03/13/17,19:02:27,29.22,35,20,648.1929,650
03/13/17,19:02:28,29.29,35,20,649.5162,656
03/13/17,19:02:29,29.22,35,20,650.9578,657
03/13/17,19:02:30,29.23,35,20,652.8409,668
03/13/17,19:02:31,29.24,35,20,653.1808,644
03/13/17,19:02:32,29.24,35,20,653.1987,664
03/13/17,19:02:33,29.24,35,20,654.2394,654
03/13/17,19:02:34,29.25,35,20,655.5236,667
03/13/17,19:02:35,29.24,35,20,657.5483,675
03/13/17,19:02:36,29.24,35,20,657.9778,653
03/13/17,19:02:37,29.23,35,20,657.4387,667
03/13/17,19:02:38,29.22,35,20,657.9334,655
03/13/17,19:02:39,29.2,35,20,659.0999,664
03/13/17,19:02:40,29.28,35,20,660.1636,666
03/13/17,19:02:41,29.21,35,20,660.5233,654
03/13/17,19:02:42,29.21,35,20,659.3745,656
03/13/17,19:02:43,29.21,35,20,658.3143,639
03/13/17,19:02:44,29.26,35,20,656.2518,646
03/13/17,19:02:45,29.22,35,20,655.4771,649
03/13/17,19:02:46,29.22,35,20,655.1804,653
03/13/17,19:02:47,29.23,35,20,655.5165,667
03/13/17,19:02:48,29.24,35,20,656.2159,652
03/13/17,19:02:49,29.25,35,20,655.7412,657
03/13/17,19:02:50,29.24,35,20,655.7349,657
03/13/17,19:02:51,29.25,35,20,656.1888,658
03/13/17,19:02:52,29.25,35,20,655.2538,657
03/13/17,19:02:53,29.25,35,20,653.6138,644
03/13/17,19:02:54,29.24,35,20,652.5075,650
03/13/17,19:02:55,29.23,35,20,651.1917,641
03/13/17,19:02:56,29.32,35,20,650.7991,657
03/13/17,19:02:57,29.24,35,20,651.7335,662
03/13/17,19:02:58,29.23,35,20,653.3094,659
03/13/17,19:02:59,29.22,35,20,654.027,662
03/13/17,19:03:00,29.3,35,20,654.687,654
03/13/17,19:03:01,29.21,35,20,655.686,665
03/13/17,19:03:02,29.25,35,20,655.4008,644
03/13/17,19:03:03,29.23,35,20,655.064,660
03/13/17,19:03:04,29.34,35,20,655.5549,655
03/13/17,19:03:05,29.24,35,20,656.0677,660
03/13/17,19:03:06,29.26,35,20,656.4702,668
03/13/17,19:03:07,29.26,35,20,655.7986,643
03/13/17,19:03:08,29.3,35,20,653.2934,655
03/13/17,19:03:09,29.24,35,20,652.8757,652
03/13/17,19:03:10,29.24,35,20,653.005,658
03/13/17,19:03:11,29.23,35,20,653.4545,661
03/13/17,19:03:12,29.3,35,20,653.3325,650
03/13/17,19:03:13,29.23,35,20,653.5784,663
03/13/17,19:03:14,29.23,35,20,654.6683,649
03/13/17,19:03:15,29.23,35,20,654.5427,651
03/13/17,19:03:16,29.33,35,20,654.872,658
03/13/17,19:03:17,29.25,35,20,656.4839,656
03/13/17,19:03:18,29.28,35,20,656.775,660
03/13/17,19:03:19,29.28,35,20,655.98,642
03/13/17,19:03:20,29.37,35,20,654.6368,654
03/13/17,19:03:21,29.29,35,20,654.5325,655
03/13/17,19:03:22,29.29,35,20,653.8443,651
03/13/17,19:03:23,29.29,35,20,652.8729,660
03/13/17,19:03:24,29.33,35,20,652.2382,648
03/13/17,19:03:25,29.28,35,20,652.873,664
03/13/17,19:03:26,29.26,35,20,653.9792,650
03/13/17,19:03:27,29.26,35,20,653.8858,651
03/13/17,19:03:28,29.33,35,20,653.4652,655
03/13/17,19:03:29,29.27,35,20,653.9005,650
03/13/17,19:03:30,29.27,35,20,654.2841,661
03/13/17,19:03:31,29.29,35,20,655.9074,658
03/13/17,19:03:32,29.38,35,20,657.0295,669
03/13/17,19:03:33,29.31,35,20,656.9603,657
03/13/17,19:03:34,29.3,35,20,655.1147,651
03/13/17,19:03:35,29.31,35,20,653.7687,661
03/13/17,19:03:36,29.38,35,20,654.6763,659
03/13/17,19:03:37,29.3,35,20,655.4081,664
03/13/17,19:03:38,29.27,35,20,654.9734,644
03/13/17,19:03:39,29.28,35,20,655.2186,661
03/13/17,19:03:40,29.34,35,20,655.5333,645
03/13/17,19:03:41,29.25,35,20,654.2579,643
03/13/17,19:03:42,29.28,35,20,653.3679,657
03/13/17,19:03:43,29.27,35,20,653.3537,644
03/13/17,19:03:44,29.32,35,20,653.0913,657
03/13/17,19:03:45,29.3,35,20,652.4103,646
03/13/17,19:03:46,29.3,35,20,652.5408,655
03/13/17,19:03:47,29.28,35,20,652.4003,659
03/13/17,19:03:48,29.32,35,20,652.9044,657
03/13/17,19:03:49,29.28,35,20,653.3969,660
03/13/17,19:03:50,29.26,35,20,652.4886,645
03/13/17,19:03:51,29.26,35,20,652.0503,658
03/13/17,19:03:52,29.33,35,20,653.1552,666
03/13/17,19:03:53,29.25,35,20,655.1111,661
03/13/17,19:03:54,29.25,35,20,656.3052,670
03/13/17,19:03:55,29.24,35,20,657.608,656
03/13/17,19:03:56,29.31,35,20,658.5777,665
03/13/17,19:03:57,29.23,35,20,658.4432,652
03/13/17,19:03:58,29.25,35,20,658.0469,653
03/13/17,19:03:59,29.25,35,20,657.4471,654
03/13/17,19:04:00,29.26,35,20,655.6675,634
03/13/17,19:04:01,29.25,35,20,652.8774,638
03/13/17,19:04:02,29.25,35,20,650.9915,641
03/13/17,19:04:03,29.26,35,20,651.392,652
03/13/17,19:04:04,29.3,35,20,651.6076,654
03/13/17,19:04:05,29.29,35,20,651.1834,645
03/13/17,19:04:06,29.33,35,20,651.0936,660
03/13/17,19:04:07,29.32,35,20,652.5428,656
03/13/17,19:04:08,29.39,35,20,653.0927,657
03/13/17,19:04:09,29.32,35,20,651.7042,651
03/13/17,19:04:10,29.33,35,20,650.2902,643
03/13/17,19:04:11,29.31,35,20,648.4915,652
03/13/17,19:04:12,29.37,35,20,648.6149,647
03/13/17,19:04:13,29.28,35,20,648.5532,651
03/13/17,19:04:14,29.27,35,20,649.3015,644
03/13/17,19:04:15,29.28,35,20,650.007,651
03/13/17,19:04:16,29.3,35,20,649.3312,638
03/13/17,19:04:17,29.3,35,20,648.9826,652
03/13/17,19:04:18,29.33,35,20,650.4843,668
03/13/17,19:04:19,29.31,35,20,653.0259,662
03/13/17,19:04:20,29.35,35,20,654.4256,662
03/13/17,19:04:21,29.35,35,20,655.0424,655
03/13/17,19:04:22,29.33,35,20,655.4178,662
03/13/17,19:04:23,29.33,35,20,655.3212,661
03/13/17,19:04:24,29.33,35,20,654.5215,649
03/13/17,19:04:25,29.31,35,20,653.1368,656
03/13/17,19:04:26,29.3,35,20,652.0022,641
03/13/17,19:04:27,29.29,35,20,651.776,654
03/13/17,19:04:28,29.33,35,20,652.3142,656
03/13/17,19:04:29,29.29,35,20,652.3989,648
03/13/17,19:04:30,29.29,35,20,651.2568,647
03/13/17,19:04:31,29.3,35,20,650.0219,641
03/13/17,19:04:32,29.29,35,20,650.7039,657
03/13/17,19:04:33,29.3,35,20,651.2207,644
03/13/17,19:04:34,29.3,35,20,650.5566,644
03/13/17,19:04:35,29.3,35,20,650.7251,653
03/13/17,19:04:36,29.29,35,20,650.9456,646
03/13/17,19:04:37,29.29,35,20,651.5493,655
03/13/17,19:04:38,29.3,35,20,650.937,641
03/13/17,19:04:39,29.3,35,20,650.785,653
03/13/17,19:04:40,29.33,35,20,651.9739,664
03/13/17,19:04:41,29.32,35,20,652.2678,649
03/13/17,19:04:42,29.32,35,20,651.194,651
03/13/17,19:04:43,29.32,35,20,650.4102,644
03/13/17,19:04:44,29.35,35,20,650.2684,658
03/13/17,19:04:45,29.31,35,20,650.4581,657
03/13/17,19:04:46,29.31,35,20,649.5392,647
03/13/17,19:04:47,29.3,35,20,649.745,663
03/13/17,19:04:48,29.3,35,20,650.98,648
03/13/17,19:04:49,29.28,35,20,650.6272,650
03/13/17,19:04:50,29.28,35,20,651.6489,650
03/13/17,19:04:51,29.28,35,20,653.8466,667
03/13/17,19:04:52,29.32,35,20,654.9883,650
03/13/17,19:04:53,29.29,35,20,654.6,655
03/13/17,19:04:54,29.33,35,20,653.8392,655
03/13/17,19:04:55,29.31,35,20,652.4941,643
03/13/17,19:04:56,29.34,35,20,651.0333,652
03/13/17,19:04:57,29.33,35,20,649.5538,642
03/13/17,19:04:58,29.33,35,20,648.9312,655
03/13/17,19:04:59,29.32,35,20,650.233,666
03/13/17,19:05:00,29.31,35,20,651.73,654
03/13/17,19:05:01,29.29,35,20,651.8002,658
03/13/17,19:05:02,29.29,35,20,651.0267,635
03/13/17,19:05:03,29.3,35,20,649.7667,644
03/13/17,19:05:04,29.3,35,20,649.261,648
03/13/17,19:05:05,29.3,35,20,650.2739,656
03/13/17,19:05:06,29.31,35,20,653.2427,670
03/13/17,19:05:07,29.31,35,20,655.928,658
03/13/17,19:05:08,29.31,35,20,657.8822,664
03/13/17,19:05:09,29.32,35,20,658.2951,652
03/13/17,19:05:10,29.32,35,20,658.1819,655
03/13/17,19:05:11,29.32,35,20,657.5118,660
03/13/17,19:05:12,29.32,35,20,657.1857,652
03/13/17,19:05:13,29.31,35,20,656.967,662
03/13/17,19:05:14,29.33,35,20,656.3948,650
03/13/17,19:05:15,29.33,35,20,655.3434,656
03/13/17,19:05:16,29.34,35,20,654.7903,662
03/13/17,19:05:17,29.33,35,20,654.1888,645
03/13/17,19:05:18,29.32,35,20,652.517,650
03/13/17,19:05:19,29.31,35,20,651.454,639
03/13/17,19:05:20,29.3,35,20,650.6503,653
03/13/17,19:05:21,29.31,35,20,650.395,648
03/13/17,19:05:22,29.32,35,20,649.9787,657
03/13/17,19:05:23,29.34,35,20,651.2194,664
03/13/17,19:05:24,29.34,35,20,651.4443,648
03/13/17,19:05:25,29.33,35,20,650.0358,651
03/13/17,19:05:26,29.32,35,20,649.3704,637
03/13/17,19:05:27,29.31,35,20,647.7866,641
03/13/17,19:05:28,29.3,35,20,647.3324,642
03/13/17,19:05:29,29.29,35,20,647.519,642
03/13/17,19:05:30,29.3,35,20,646.4625,638
03/13/17,19:05:31,29.32,35,20,646.0349,651
03/13/17,19:05:32,29.33,35,20,645.4935,639
03/13/17,19:05:33,29.31,35,20,645.4683,648
03/13/17,19:05:34,29.3,35,20,645.6726,647
03/13/17,19:05:35,29.31,35,20,647.5387,659
03/13/17,19:05:36,29.32,35,20,648.9585,657
03/13/17,19:05:37,29.32,35,20,648.1693,635
03/13/17,19:05:38,29.33,35,20,646.3519,642
03/13/17,19:05:39,29.34,35,20,646.4084,649
03/13/17,19:05:40,29.34,35,20,648.6525,656
03/13/17,19:05:41,29.32,35,20,648.3364,650
03/13/17,19:05:42,29.33,35,20,648.8008,649
03/13/17,19:05:43,29.35,35,20,649.3102,657
03/13/17,19:05:44,29.35,35,20,649.2272,642
03/13/17,19:05:45,29.34,35,20,649.6592,649
03/13/17,19:05:46,29.33,35,20,649.2493,651
03/13/17,19:05:47,29.31,35,20,649.0228,643
03/13/17,19:05:48,29.36,35,20,648.5451,656
03/13/17,19:05:49,29.34,35,20,648.6998,656
03/13/17,19:05:50,29.36,35,20,648.8028,652
03/13/17,19:05:51,29.38,35,20,648.5454,647
03/13/17,19:05:52,29.39,35,20,649.4822,653
03/13/17,19:05:53,29.39,35,20,649.5125,656
03/13/17,19:05:54,29.39,35,20,650.0393,650
03/13/17,19:05:55,29.38,35,20,651.1395,660
03/13/17,19:05:56,29.37,35,20,651.7646,651
03/13/17,19:05:57,29.33,35,20,652.3813,654
03/13/17,19:05:58,29.33,35,20,652.5782,649
03/13/17,19:05:59,29.31,35,20,653.1721,647
03/13/17,19:06:00,29.34,35,20,652.0835,651
03/13/17,19:06:01,29.32,35,20,652.2712,652
03/13/17,19:06:02,29.31,35,20,653.419,664
03/13/17,19:06:03,29.32,35,20,653.649,654
03/13/17,19:06:04,29.36,35,20,652.6935,650
03/13/17,19:06:05,29.34,35,20,651.2599,641
03/13/17,19:06:06,29.35,35,20,648.8485,636
03/13/17,19:06:07,29.34,35,20,647.4455,650
03/13/17,19:06:08,29.37,35,20,647.1837,643
03/13/17,19:06:09,29.34,35,20,647.5055,652
03/13/17,19:06:10,29.37,35,20,647.8693,646
03/13/17,19:06:11,29.35,35,20,647.92,646
03/13/17,19:06:12,29.35,35,20,647.9962,654
03/13/17,19:06:13,29.36,35,20,646.756,634
03/13/17,19:06:14,29.36,35,20,646.7361,654
03/13/17,19:06:15,29.36,35,20,647.2629,646
03/13/17,19:06:16,29.34,35,20,647.9554,647
03/13/17,19:06:17,29.34,35,20,646.9301,643
03/13/17,19:06:18,29.34,35,20,645.8245,642
03/13/17,19:06:19,29.35,35,20,647.254,663
03/13/17,19:06:20,29.36,35,20,648.4335,642
03/13/17,19:06:21,29.34,35,20,648.222,649
03/13/17,19:06:22,29.35,35,20,648.8959,656
03/13/17,19:06:23,29.36,35,20,649.8971,650
03/13/17,19:06:24,29.36,35,20,650.9131,663
03/13/17,19:06:25,29.36,35,20,652.0435,653
03/13/17,19:06:26,29.36,35,20,653.545,661
03/13/17,19:06:27,29.37,35,20,653.8882,653
03/13/17,19:06:28,29.36,35,20,654.5874,657
03/13/17,19:06:29,29.35,35,20,655.5533,669
03/13/17,19:06:30,29.35,35,20,656.4933,653
03/13/17,19:06:31,29.33,35,20,656.3323,661
03/13/17,19:06:32,29.35,35,20,656.3583,649
03/13/17,19:06:33,29.36,35,20,655.1121,646
03/13/17,19:06:34,29.36,35,20,653.4221,638
03/13/17,19:06:35,29.37,35,20,651.1392,635
03/13/17,19:06:36,29.39,35,20,649.5476,647
03/13/17,19:06:37,29.39,35,20,648.1487,634
03/13/17,19:06:38,29.39,35,20,647.597,650
03/13/17,19:06:39,29.39,35,20,646.08,643
03/13/17,19:06:40,29.38,35,20,645.6484,646
03/13/17,19:06:41,29.37,35,20,645.676,647
03/13/17,19:06:42,29.34,35,20,646.7654,652
03/13/17,19:06:43,29.34,35,20,647.2009,652
03/13/17,19:06:44,29.31,35,20,646.4316,641
03/13/17,19:06:45,29.33,35,20,648.0991,661
03/13/17,19:06:46,29.31,35,20,648.8338,646
03/13/17,19:06:47,29.35,35,20,649.2065,652
03/13/17,19:06:48,29.35,35,20,650.2385,663
03/13/17,19:06:49,29.35,35,20,650.5238,642
03/13/17,19:06:50,29.35,35,20,649.2148,645
03/13/17,19:06:51,29.38,35,20,646.7822,635
03/13/17,19:06:52,29.34,35,20,643.834,632
03/13/17,19:06:53,29.35,35,20,642.7442,646
03/13/17,19:06:54,29.35,35,20,643.5603,648
03/13/17,19:06:55,29.36,35,20,645.6574,660
03/13/17,19:06:56,29.37,35,40,646.3467,640
03/13/17,19:06:57,29.36,35,40,647.2156,652
03/13/17,19:06:58,29.37,35,40,647.567,651
03/13/17,19:06:59,29.36,35,40,647.9106,646
03/13/17,19:07:00,29.36,35,40,648.3034,656
03/13/17,19:07:01,29.34,35,40,647.626,639
03/13/17,19:07:02,29.34,35,40,647.6141,653
03/13/17,19:07:03,29.41,35,40,648.5309,653
03/13/17,19:07:04,29.34,35,40,649.1898,648
03/13/17,19:07:05,29.34,35,40,648.1841,645
03/13/17,19:07:06,29.35,35,40,645.9655,633
03/13/17,19:07:07,29.4,35,40,646.0383,654
03/13/17,19:07:08,29.35,35,40,646.8983,646
03/13/17,19:07:09,29.35,35,40,647.5341,650
03/13/17,19:07:10,29.82,35,40,647.9366,655
03/13/17,19:07:11,29.6,35,40,648.5662,653
03/13/17,19:07:12,29.46,35,40,648.4365,652
03/13/17,19:07:13,29.31,35,40,648.0624,644
03/13/17,19:07:14,29.37,35,40,647.4166,642
03/13/17,19:07:15,29.45,35,40,646.1531,634
03/13/17,19:07:16,29.41,35,40,645.2206,643
03/13/17,19:07:17,29.41,35,40,646.5435,655
03/13/17,19:07:18,29.42,35,40,647.0908,642
03/13/17,19:07:19,29.47,35,40,645.7488,647
03/13/17,19:07:20,29.4,35,40,645.1667,638
03/13/17,19:07:21,29.36,35,40,644.9712,648
03/13/17,19:07:22,29.41,35,40,644.9772,643
03/13/17,19:07:23,29.45,35,40,646.3047,654
03/13/17,19:07:24,29.42,35,40,647.8881,660
03/13/17,19:07:25,29.4,35,40,647.2378,636
03/13/17,19:07:26,29.4,35,40,647.3851,660
03/13/17,19:07:27,29.47,35,40,649.5278,652
03/13/17,19:07:28,29.4,35,40,649.7194,645
03/13/17,19:07:29,29.42,35,40,648.3806,647
03/13/17,19:07:30,29.42,35,40,648.3104,646
03/13/17,19:07:31,29.47,35,40,648.3665,652
03/13/17,19:07:32,29.44,35,40,648.539,646
03/13/17,19:07:33,29.45,35,40,648.9398,649
03/13/17,19:07:34,29.44,35,40,647.9125,641
03/13/17,19:07:35,29.5,35,40,646.972,644
03/13/17,19:07:36,29.43,35,40,646.8234,651
03/13/17,19:07:37,29.41,35,40,645.7543,633
03/13/17,19:07:38,29.42,35,40,644.7106,643
03/13/17,19:07:39,29.53,35,40,644.3826,644
03/13/17,19:07:40,29.44,35,40,645.4298,650
03/13/17,19:07:41,29.44,35,40,647.8065,670
03/13/17,19:07:42,29.45,35,40,650.0641,650
03/13/17,19:07:43,29.51,35,40,650.2477,653
03/13/17,19:07:44,29.43,35,40,649.9331,640
03/13/17,19:07:45,29.44,35,40,648.6336,641
03/13/17,19:07:46,29.43,35,40,647.5529,652
03/13/17,19:07:47,29.48,35,40,648.2052,647
03/13/17,19:07:48,29.45,35,40,648.114,651
03/13/17,19:07:49,29.45,35,40,647.9064,649
03/13/17,19:07:50,29.44,35,40,650.0474,660
03/13/17,19:07:51,29.51,35,40,650.9106,646
03/13/17,19:07:52,29.44,35,40,651.2347,648
03/13/17,19:07:53,29.44,35,40,650.4293,646
03/13/17,19:07:54,29.44,35,40,649.7302,637
03/13/17,19:07:55,29.46,35,40,648.7506,654
03/13/17,19:07:56,29.44,35,40,648.3082,642
03/13/17,19:07:57,29.41,35,40,649.4536,661
03/13/17,19:07:58,29.43,35,40,650.9645,653
03/13/17,19:07:59,29.47,35,40,650.9006,650
03/13/17,19:08:00,29.44,35,40,651.0807,656
03/13/17,19:08:01,29.41,35,40,648.9368,630
03/13/17,19:08:02,29.41,35,40,646.1648,636
03/13/17,19:08:03,29.49,35,40,643.647,629
03/13/17,19:08:04,29.42,35,40,642.7382,639
03/13/17,19:08:05,29.43,35,40,641.4637,639
03/13/17,19:08:06,29.45,35,40,639.4036,626
03/13/17,19:08:07,29.49,35,40,638.8859,644
03/13/17,19:08:08,29.5,35,40,638.1561,625
03/13/17,19:08:09,29.51,35,40,637.5189,638
03/13/17,19:08:10,29.54,35,40,637.8056,642
03/13/17,19:08:11,29.59,35,40,638.3832,639
03/13/17,19:08:12,29.53,35,40,638.535,644
03/13/17,19:08:13,29.54,35,40,638.2691,630
03/13/17,19:08:14,29.55,35,40,637.3928,636
03/13/17,19:08:15,29.66,35,40,637.076,634
03/13/17,19:08:16,29.64,35,40,636.2372,628
03/13/17,19:08:17,29.74,35,40,635.1273,640
03/13/17,19:08:18,29.76,35,40,635.8278,639
03/13/17,19:08:19,29.84,35,40,637.8654,654
03/13/17,19:08:20,29.77,35,40,640.2208,645
03/13/17,19:08:21,29.81,35,40,642.0359,651
03/13/17,19:08:22,29.88,35,40,643.471,652
03/13/17,19:08:23,29.93,35,40,643.9428,646
03/13/17,19:08:24,29.95,35,40,645.3339,653
03/13/17,19:08:25,29.95,35,40,644.96,640
03/13/17,19:08:26,29.97,35,40,645.2037,649
03/13/17,19:08:27,30.03,35,40,645.024,636
03/13/17,19:08:28,30.02,35,40,644.5131,637
03/13/17,19:08:29,30.09,35,40,642.6877,633
03/13/17,19:08:30,30.11,35,40,642.0692,635
03/13/17,19:08:31,30.19,35,40,642.1284,651
03/13/17,19:08:32,30.14,35,40,642.159,636
03/13/17,19:08:33,30.22,35,40,642.3856,647
03/13/17,19:08:34,30.31,35,40,642.6188,638
03/13/17,19:08:35,30.42,35,40,642.4147,644
03/13/17,19:08:36,30.42,35,40,643.2734,653
03/13/17,19:08:37,30.45,35,40,643.4036,637
03/13/17,19:08:38,30.58,35,40,642.7511,642
03/13/17,19:08:39,30.65,35,40,641.7763,631
03/13/17,19:08:40,30.66,35,40,641.0002,638
03/13/17,19:08:41,30.69,35,40,641.0574,646
03/13/17,19:08:42,30.77,35,40,641.9354,645
03/13/17,19:08:43,30.82,35,40,642.4961,649
03/13/17,19:08:44,30.87,35,40,642.199,634
03/13/17,19:08:45,30.94,35,40,641.7457,638
03/13/17,19:08:46,30.99,35,40,640.5002,638
03/13/17,19:08:47,31.05,35,40,640.2724,640
03/13/17,19:08:48,31.05,35,40,641.9284,659
03/13/17,19:08:49,31.09,35,40,642.52,634
03/13/17,19:08:50,31.16,35,40,642.1142,643
03/13/17,19:08:51,31.32,35,40,641.2574,636
03/13/17,19:08:52,31.33,35,40,641.0847,639
03/13/17,19:08:53,31.37,35,40,640.4616,643
03/13/17,19:08:54,31.4,35,40,640.1674,638
03/13/17,19:08:55,31.46,35,40,640.7172,645
03/13/17,19:08:56,31.56,35,40,641.0638,639
03/13/17,19:08:57,31.64,35,40,641.7039,643
03/13/17,19:08:58,31.7,35,40,641.7283,646
03/13/17,19:08:59,31.74,35,40,641.3787,636
03/13/17,19:09:00,31.79,35,40,641.1646,646
03/13/17,19:09:01,31.84,35,40,641.5802,640
03/13/17,19:09:02,31.91,35,40,641.6986,642
03/13/17,19:09:03,32.03,35,40,641.6977,637
03/13/17,19:09:04,32.04,35,40,641.9706,643
03/13/17,19:09:05,32.07,35,40,642.3096,641
03/13/17,19:09:06,32.09,35,40,641.295,627
03/13/17,19:09:07,32.22,35,40,639.0469,633
03/13/17,19:09:08,32.23,35,40,637.4925,635
03/13/17,19:09:09,32.24,35,40,637.4602,640
03/13/17,19:09:10,32.32,35,40,636.8126,631
03/13/17,19:09:11,32.31,35,40,637.236,638
03/13/17,19:09:12,32.42,35,40,637.4369,644
03/13/17,19:09:13,32.47,35,40,637.0961,627
03/13/17,19:09:14,32.61,35,40,636.3108,640
03/13/17,19:09:15,32.61,35,40,636.4729,631
03/13/17,19:09:16,32.68,35,40,637.0488,641
03/13/17,19:09:17,32.76,35,40,636.8025,640
03/13/17,19:09:18,32.79,35,40,638.0477,644
03/13/17,19:09:19,32.85,35,40,639.5363,647
03/13/17,19:09:20,32.91,35,40,638.9958,627
03/13/17,19:09:21,33.01,35,40,638.8618,641
03/13/17,19:09:22,33.05,35,40,639.4865,649
03/13/17,19:09:23,33.09,35,40,641.9025,650
03/13/17,19:09:24,33.16,35,40,642.7941,651
03/13/17,19:09:25,33.19,35,40,642.3053,631
03/13/17,19:09:26,33.22,35,40,640.881,637
03/13/17,19:09:27,33.28,35,40,639.7849,634
03/13/17,19:09:28,33.37,35,40,638.9755,636
03/13/17,19:09:29,33.4,35,40,639.0761,649
03/13/17,19:09:30,33.48,35,40,639.5999,636
03/13/17,19:09:31,33.51,35,40,640.0258,644
03/13/17,19:09:32,33.52,35,40,639.349,629
03/13/17,19:09:33,33.54,35,40,638.796,639
03/13/17,19:09:34,33.58,35,40,639.2139,647
03/13/17,19:09:35,33.72,35,40,639.5569,638
03/13/17,19:09:36,33.74,35,40,639.3664,642
03/13/17,19:09:37,33.7,35,40,638.738,630
03/13/17,19:09:38,33.72,35,40,638.5611,638
03/13/17,19:09:39,33.84,35,40,637.9589,628
03/13/17,19:09:40,33.83,35,40,637.403,632
03/13/17,19:09:41,33.86,35,40,637.2173,635
03/13/17,19:09:42,33.94,35,40,637.0212,630
03/13/17,19:09:43,33.98,35,40,637.1734,642
03/13/17,19:09:44,34.06,35,40,636.3037,634
03/13/17,19:09:45,34.13,35,40,636.9188,643
03/13/17,19:09:46,34.18,35,40,635.8601,623
03/13/17,19:09:47,34.28,35,40,634.9955,632
03/13/17,19:09:48,34.3,35,40,634.3448,637
03/13/17,19:09:49,34.33,35,40,634.4435,631
03/13/17,19:09:50,34.33,35,40,634.4737,640
03/13/17,19:09:51,34.44,35,40,634.3698,630
03/13/17,19:09:52,34.46,35,40,635.0399,637
03/13/17,19:09:53,34.5,35,40,635.0405,639
03/13/17,19:09:54,34.56,35,40,635.6342,635
03/13/17,19:09:55,34.56,35,40,636.0468,644
03/13/17,19:09:56,34.59,35,40,636.1725,631
03/13/17,19:09:57,34.62,35,40,636.4301,637
03/13/17,19:09:58,34.68,35,40,636.3295,638
03/13/17,19:09:59,34.69,35,40,636.3643,632
03/13/17,19:10:00,34.74,35,40,635.9359,644
03/13/17,19:10:01,34.75,35,40,636.4236,634
03/13/17,19:10:02,34.79,35,40,636.7811,643
03/13/17,19:10:03,34.81,35,40,637.2152,633
03/13/17,19:10:04,34.85,35,40,636.2773,631
03/13/17,19:10:05,34.95,35,40,635.8646,641
03/13/17,19:10:06,35.06,35,40,635.8658,638
03/13/17,19:10:07,35.01,35,40,638.246,651
03/13/17,19:10:08,35.02,35,40,638.7374,633
03/13/17,19:10:09,35.06,35,40,638.4397,637
03/13/17,19:10:10,35.11,35,40,637.2498,633
03/13/17,19:10:11,35.14,35,40,636.4513,633
03/13/17,19:10:12,35.23,35,40,636.2867,640
03/13/17,19:10:13,35.25,35,40,636.1712,627
03/13/17,19:10:14,35.27,35,40,635.7437,636
03/13/17,19:10:15,35.27,35,40,636.0716,631
03/13/17,19:10:16,35.29,35,40,635.6406,629
03/13/17,19:10:17,35.31,35,40,635.3503,633
03/13/17,19:10:18,35.36,35,40,634.9435,627
03/13/17,19:10:19,35.39,35,40,635.2532,644
